dataset,model_alias,pair_type,mode,direction,eval_scope,n_pairs,mean_semantic_accuracy_gain,mean_semantic_prob_gain,mean_original_letter_accuracy_gain,mean_original_letter_prob_gain,mean_js_shift,prediction_changed_rate
social_chemistry_101,gemma2_9b_it,bad_vs_ok,random_direction_control,random_control,cross_fold,128,-0.0029296875,-0.0015972701366990785,-0.0003255208333333333,0.00022678387661774653,0.0001994915257402131,0.005208333333333333
social_chemistry_101,gemma2_9b_it,bad_vs_ok,random_direction_control,random_control,opaque_zero_shot,128,0.0,-0.0011537575628608463,-0.00048828125,-0.0005754085723310718,0.0002609459640865242,0.00732421875
social_chemistry_101,gemma2_9b_it,bad_vs_ok,semantic_balanced,mapping_balanced_semantic,cross_fold,128,0.0146484375,0.015987804314742473,0.0,-0.0009690193304171166,0.0043046000234063094,0.020182291666666668
social_chemistry_101,gemma2_9b_it,bad_vs_ok,semantic_balanced,mapping_balanced_semantic,opaque_zero_shot,128,0.013671875,0.01330214436165988,-0.009765625,-0.006084514083340765,0.004155901279292394,0.0283203125
social_chemistry_101,gemma2_9b_it,bad_vs_ok,shared_semantic_balanced,shared_evaluative,cross_fold,128,0.0087890625,0.011568521304676919,-0.0003255208333333333,-0.0014092897375424702,0.003250401202023686,0.0166015625
social_chemistry_101,gemma2_9b_it,bad_vs_ok,shared_semantic_balanced,shared_evaluative,opaque_zero_shot,128,0.009765625,0.008030956145375962,-0.0078125,-0.008793803397566082,0.003449029189341337,0.0263671875
social_chemistry_101,gemma2_9b_it,bad_vs_ok,wrong_semantic_direction,wrong_direction_control,cross_fold,128,-0.013671875,-0.011835861019790164,0.0009765625,0.0011994815431535222,0.0034575401139795166,0.0205078125
social_chemistry_101,gemma2_9b_it,bad_vs_ok,wrong_semantic_direction,wrong_direction_control,opaque_zero_shot,128,-0.0107421875,-0.0110173316206783,0.0029296875,0.002432036446407437,0.0034101848191347276,0.02587890625
social_chemistry_101,gemma2_9b_it,bad_vs_ok,zero_direction_control,zero_direction_control,cross_fold,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,gemma2_9b_it,bad_vs_ok,zero_direction_control,zero_direction_control,opaque_zero_shot,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,gemma2_9b_it,ok_vs_good,canonical_readout_residual,answer_readout_residual,cross_fold,128,-0.004557291666666667,-0.0032159405139585303,0.007486979166666667,0.008653001394122829,0.0016823676685551495,0.015625
social_chemistry_101,gemma2_9b_it,ok_vs_good,canonical_readout_residual,answer_readout_residual,opaque_zero_shot,128,0.0029296875,0.0041943182004615664,0.00634765625,0.009346471866592748,0.0014351708913358842,0.01025390625
social_chemistry_101,gemma2_9b_it,ok_vs_good,contrast_specific_semantic_balanced,contrast_specific_residual,cross_fold,128,0.013997395833333334,0.013057528529316182,-0.001953125,-0.001550969357291855,0.0026744187094864635,0.016276041666666668
social_chemistry_101,gemma2_9b_it,ok_vs_good,contrast_specific_semantic_balanced,contrast_specific_residual,opaque_zero_shot,128,0.005859375,0.005037745926529165,0.00439453125,0.0012962885666638647,0.0011694979954154914,0.01025390625
social_chemistry_101,gemma2_9b_it,ok_vs_good,random_direction_control,random_control,cross_fold,128,0.0026041666666666665,0.002237608656287193,0.0009765625,0.0008073955153425501,0.00021818428084633714,0.004231770833333333
social_chemistry_101,gemma2_9b_it,ok_vs_good,random_direction_control,random_control,opaque_zero_shot,128,0.001953125,0.0009995934087783096,0.0029296875,0.0012165654916316262,0.00012185502531525848,0.00390625
social_chemistry_101,gemma2_9b_it,ok_vs_good,semantic_balanced,mapping_balanced_semantic,cross_fold,128,0.0205078125,0.019625953553865347,0.0009765625,-0.0017156645966072857,0.004403956059530168,0.021158854166666668
social_chemistry_101,gemma2_9b_it,ok_vs_good,semantic_balanced,mapping_balanced_semantic,opaque_zero_shot,128,0.01171875,0.00940752052702009,0.00244140625,0.0027746560517698535,0.0013945382504950915,0.01513671875
social_chemistry_101,gemma2_9b_it,ok_vs_good,shared_semantic_balanced,shared_evaluative,cross_fold,128,0.013671875,0.01428025914356112,-0.0016276041666666667,-0.0015767203488697603,0.003372483552371177,0.020833333333333332
social_chemistry_101,gemma2_9b_it,ok_vs_good,shared_semantic_balanced,shared_evaluative,opaque_zero_shot,128,0.0087890625,0.007443663664162154,0.00439453125,0.0031472742557525643,0.0013117263327505153,0.01611328125
social_chemistry_101,gemma2_9b_it,ok_vs_good,wrong_semantic_direction,wrong_direction_control,cross_fold,128,-0.019856770833333332,-0.017866179347038262,0.0035807291666666665,0.0031458677258342465,0.00394639139383324,0.0224609375
social_chemistry_101,gemma2_9b_it,ok_vs_good,wrong_semantic_direction,wrong_direction_control,opaque_zero_shot,128,-0.00439453125,-0.007742892717942589,-0.001953125,-0.001266783103346827,0.0012006099262464817,0.0087890625
social_chemistry_101,gemma2_9b_it,ok_vs_good,zero_direction_control,zero_direction_control,cross_fold,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,gemma2_9b_it,ok_vs_good,zero_direction_control,zero_direction_control,opaque_zero_shot,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,canonical_readout_residual,answer_readout_residual,cross_fold,128,0.15234375,0.12097171923422444,0.3707682291666667,0.373988414183259,0.18760283643125816,0.3870442708333333
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,canonical_readout_residual,answer_readout_residual,opaque_zero_shot,128,0.3095703125,0.20746151018511227,0.5263671875,0.45506948232650757,0.20283838491320122,0.5419921875
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,contrast_specific_semantic_balanced,contrast_specific_residual,cross_fold,128,0.010416666666666666,0.018173569658150267,-0.037109375,-0.016866786095003288,0.04595905819816067,0.19466145833333334
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,contrast_specific_semantic_balanced,contrast_specific_residual,opaque_zero_shot,128,-0.01171875,0.0033877110108733186,0.06689453125,0.053980881348252296,0.026460829348850797,0.1826171875
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,random_direction_control,random_control,cross_fold,128,0.017903645833333332,0.02012418955564499,-0.0546875,-0.046349444116155304,0.024203556658226932,0.1103515625
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,random_direction_control,random_control,opaque_zero_shot,128,-0.0029296875,-0.008889682590961456,-0.0390625,-0.04898778349161148,0.022933743592434146,0.13330078125
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,semantic_balanced,mapping_balanced_semantic,cross_fold,128,0.3610026041666667,0.27842334533731145,-0.0576171875,-0.035271927093466125,0.15230784873626566,0.4811197916666667
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,semantic_balanced,mapping_balanced_semantic,opaque_zero_shot,128,0.50390625,0.3093996196985245,0.10107421875,0.07888321578502655,0.13157559329018556,0.595703125
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,shared_semantic_balanced,shared_evaluative,cross_fold,128,0.376953125,0.2796452616651853,-0.054036458333333336,-0.03318512625992298,0.14638493404804256,0.4798177083333333
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,shared_semantic_balanced,shared_evaluative,opaque_zero_shot,128,0.50390625,0.31097936630249023,0.10009765625,0.078054279088974,0.13084196551087365,0.5947265625
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,wrong_semantic_direction,wrong_direction_control,cross_fold,128,-0.008463541666666666,-0.01833892706781625,0.0016276041666666667,0.01074533412853877,0.03179478251725446,0.140625
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,wrong_semantic_direction,wrong_direction_control,opaque_zero_shot,128,0.00830078125,-0.03496916592121124,0.0234375,-0.0006425753235816949,0.03408348630916954,0.19482421875
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,zero_direction_control,zero_direction_control,cross_fold,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,llama3_1_8b_instruct,bad_vs_good,zero_direction_control,zero_direction_control,opaque_zero_shot,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,canonical_readout_residual,answer_readout_residual,cross_fold,128,0.019856770833333332,0.023127243316470952,0.16438802083333334,0.16813673948248228,0.16951832433574135,0.3727213541666667
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,canonical_readout_residual,answer_readout_residual,opaque_zero_shot,128,0.18359375,0.14611576151946792,0.1533203125,0.17340511083602905,0.17871599520780884,0.53076171875
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,contrast_specific_semantic_balanced,contrast_specific_residual,cross_fold,128,0.130859375,0.09746066403264801,-0.0908203125,-0.06823215233938147,0.054877545093884754,0.2516276041666667
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,contrast_specific_semantic_balanced,contrast_specific_residual,opaque_zero_shot,128,0.1328125,0.05914074648171663,-0.07568359375,-0.03790785651654005,0.03584886951333405,0.25341796875
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,random_direction_control,random_control,cross_fold,128,-0.011393229166666666,-0.0026572241137425095,-0.016276041666666668,-0.008408108105262121,0.005464572485014761,0.07779947916666667
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,random_direction_control,random_control,opaque_zero_shot,128,-0.021484375,-0.014168795198202133,-0.00927734375,-0.0036319307982921596,0.004559980228948606,0.09814453125
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,semantic_balanced,mapping_balanced_semantic,cross_fold,128,0.30078125,0.22985822800546885,-0.06315104166666667,-0.06604791339486837,0.12607885085796647,0.4501953125
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,semantic_balanced,mapping_balanced_semantic,opaque_zero_shot,128,0.22314453125,0.1728095430880785,-0.1513671875,-0.06667849235236645,0.10108178119652121,0.58544921875
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,shared_semantic_balanced,shared_evaluative,cross_fold,128,0.2522786458333333,0.1853399040798346,-0.051106770833333336,-0.04431943347056707,0.10895467774876888,0.4150390625
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,shared_semantic_balanced,shared_evaluative,opaque_zero_shot,128,0.18115234375,0.1324051134288311,-0.1220703125,-0.06074072793126106,0.09682198640395301,0.5390625
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,wrong_semantic_direction,wrong_direction_control,cross_fold,128,-0.0947265625,-0.07906873112854858,0.07454427083333333,0.0587240814541777,0.04590675351531229,0.21907552083333334
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,wrong_semantic_direction,wrong_direction_control,opaque_zero_shot,128,-0.08935546875,-0.07403663080185652,0.12451171875,0.09988465625792742,0.043351697174362096,0.25830078125
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,zero_direction_control,zero_direction_control,cross_fold,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,llama3_1_8b_instruct,bad_vs_ok,zero_direction_control,zero_direction_control,opaque_zero_shot,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,canonical_readout_residual,answer_readout_residual,cross_fold,128,0.021809895833333332,-0.0062200524713110356,0.158203125,0.14278044761158526,0.1791107110018623,0.423828125
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,canonical_readout_residual,answer_readout_residual,opaque_zero_shot,128,-0.103515625,-0.0838226675241458,0.20751953125,0.13859488815069199,0.15776951704561393,0.4404296875
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,contrast_specific_semantic_balanced,contrast_specific_residual,cross_fold,128,0.14583333333333334,0.09516001244386037,-0.027018229166666668,-0.030172485392540693,0.04101609704915353,0.2682291666666667
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,contrast_specific_semantic_balanced,contrast_specific_residual,opaque_zero_shot,128,0.04833984375,0.027413517236709595,-0.04931640625,-0.013917442411184311,0.02291660333574525,0.23486328125
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,random_direction_control,random_control,cross_fold,128,0.001953125,-0.0021921545267105103,0.0244140625,0.01938893273472786,0.003964496719164077,0.08365885416666667
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,random_direction_control,random_control,opaque_zero_shot,128,0.0087890625,0.003179490566253662,0.03662109375,0.018053710460662842,0.004189296629153255,0.1240234375
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,semantic_balanced,mapping_balanced_semantic,cross_fold,128,0.13932291666666666,0.09489987542231877,-0.046875,-0.03861731911698977,0.054726868980003784,0.3040364583333333
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,semantic_balanced,mapping_balanced_semantic,opaque_zero_shot,128,0.07470703125,0.052168041467666626,-0.0146484375,0.00954565778374672,0.051371337819948105,0.41064453125
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,shared_semantic_balanced,shared_evaluative,cross_fold,128,0.040364583333333336,0.03638255347808202,-0.0035807291666666665,0.0016304949919382728,0.05891254387156284,0.2854817708333333
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,shared_semantic_balanced,shared_evaluative,opaque_zero_shot,128,0.10693359375,0.0607360303401947,0.072265625,0.049667567014694214,0.05408496449897599,0.40771484375
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,wrong_semantic_direction,wrong_direction_control,cross_fold,128,-0.12890625,-0.10891414619982243,0.0615234375,0.04704104829579592,0.04632082108039273,0.2574869791666667
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,wrong_semantic_direction,wrong_direction_control,opaque_zero_shot,128,-0.13720703125,-0.09614904969930649,-0.0126953125,-0.027838420122861862,0.043109326577037824,0.3564453125
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,zero_direction_control,zero_direction_control,cross_fold,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,llama3_1_8b_instruct,ok_vs_good,zero_direction_control,zero_direction_control,opaque_zero_shot,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,canonical_readout_residual,answer_readout_residual,cross_fold,128,0.18196614583333334,0.17114496985912334,0.4326171875,0.43347000555756193,0.26745063600471963,0.4951171875
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,canonical_readout_residual,answer_readout_residual,opaque_zero_shot,128,0.24169921875,0.23238091566727803,0.53955078125,0.4891248494386673,0.2774018735369464,0.58056640625
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,contrast_specific_semantic_balanced,contrast_specific_residual,cross_fold,128,0.11555989583333333,0.1253768918880572,-0.042643229166666664,-0.045844075502827764,0.24024405103307564,0.4495442708333333
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,contrast_specific_semantic_balanced,contrast_specific_residual,opaque_zero_shot,128,0.00048828125,0.010491280147107328,0.0703125,0.022288204170763496,0.1915123554253753,0.45361328125
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,random_direction_control,random_control,cross_fold,128,0.06705729166666667,0.08150155893720995,-0.07454427083333333,-0.04092428274452687,0.07027809373565228,0.154296875
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,random_direction_control,random_control,opaque_zero_shot,128,0.0986328125,0.07726734643802047,-0.0751953125,-0.05006286688148976,0.06461336659760773,0.19189453125
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,semantic_balanced,mapping_balanced_semantic,cross_fold,128,0.4007161458333333,0.37658540535873425,-0.013346354166666666,-0.0025418677832931345,0.30358484647988354,0.6399739583333334
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,semantic_balanced,mapping_balanced_semantic,opaque_zero_shot,128,0.279296875,0.27617229183670133,0.1611328125,0.11195078492164612,0.2507791511626767,0.5947265625
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,shared_semantic_balanced,shared_evaluative,cross_fold,128,0.40234375,0.3797604688831295,0.009440104166666666,0.024887013171489034,0.29598178154480576,0.6266276041666666
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,shared_semantic_balanced,shared_evaluative,opaque_zero_shot,128,0.29541015625,0.2976274663815275,0.20654296875,0.13730535469949245,0.24652560553156913,0.56640625
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,wrong_semantic_direction,wrong_direction_control,cross_fold,128,0.13444010416666666,0.09659521493207042,-0.06640625,-0.07400701584992929,0.17162493265949572,0.3987630208333333
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,wrong_semantic_direction,wrong_direction_control,opaque_zero_shot,128,0.15771484375,0.11723663663724439,-0.02880859375,-0.06068052764749154,0.16557565268478605,0.4619140625
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,zero_direction_control,zero_direction_control,cross_fold,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,mistral7b_instruct_v03,bad_vs_good,zero_direction_control,zero_direction_control,opaque_zero_shot,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,canonical_readout_residual,answer_readout_residual,cross_fold,128,0.06803385416666667,0.07409057685681653,0.15657552083333334,0.15166627320771417,0.2643703000849483,0.5120442708333334
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,canonical_readout_residual,answer_readout_residual,opaque_zero_shot,128,0.3017578125,0.2540487595833838,0.1572265625,0.14454528130590916,0.2501140463620217,0.53955078125
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,contrast_specific_semantic_balanced,contrast_specific_residual,cross_fold,128,0.1708984375,0.15826186936465092,-0.0146484375,-0.02477408495421211,0.21883834156854876,0.4837239583333333
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,contrast_specific_semantic_balanced,contrast_specific_residual,opaque_zero_shot,128,0.19384765625,0.12730671651661396,0.03955078125,0.024142233654856682,0.16934416055275248,0.47314453125
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,random_direction_control,random_control,cross_fold,128,0.009440104166666666,0.029190575112200648,-0.1337890625,-0.08101552036047603,0.0719109071175395,0.22005208333333334
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,random_direction_control,random_control,opaque_zero_shot,128,-0.0576171875,0.0034157035406678846,-0.16748046875,-0.0987073362339288,0.058022563106439135,0.2451171875
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,semantic_balanced,mapping_balanced_semantic,cross_fold,128,0.2158203125,0.20139224384911358,0.09407552083333333,0.10303973507446547,0.27466831812711295,0.5804036458333334
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,semantic_balanced,mapping_balanced_semantic,opaque_zero_shot,128,0.23046875,0.21603662834968418,0.09521484375,0.1181009840220213,0.22893441713302545,0.544921875
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,shared_semantic_balanced,shared_evaluative,cross_fold,128,0.11881510416666667,0.13861684869819632,0.20540364583333334,0.16426916342849532,0.2615650992238695,0.5817057291666666
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,shared_semantic_balanced,shared_evaluative,opaque_zero_shot,128,0.24560546875,0.21030766074545681,0.18505859375,0.13560994155704975,0.22512522424948345,0.57080078125
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,wrong_semantic_direction,wrong_direction_control,cross_fold,128,-0.049153645833333336,-0.028706351275711,-0.14811197916666666,-0.1307298514875583,0.17585999400419097,0.3977864583333333
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,wrong_semantic_direction,wrong_direction_control,opaque_zero_shot,128,0.0068359375,0.004820189205929641,-0.14599609375,-0.14189827465452254,0.1680821629815406,0.4189453125
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,zero_direction_control,zero_direction_control,cross_fold,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,mistral7b_instruct_v03,bad_vs_ok,zero_direction_control,zero_direction_control,opaque_zero_shot,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,canonical_readout_residual,answer_readout_residual,cross_fold,128,-0.025065104166666668,-0.02407197195604263,0.13899739583333334,0.13327788496462742,0.2500286095613676,0.4261067708333333
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,canonical_readout_residual,answer_readout_residual,opaque_zero_shot,128,-0.00732421875,-0.046657526123453856,0.25244140625,0.20451151029556056,0.21486301572892902,0.44091796875
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,contrast_specific_semantic_balanced,contrast_specific_residual,cross_fold,128,0.07942708333333333,0.06995667639421298,0.12434895833333333,0.11023288424864101,0.16914616601857146,0.3782552083333333
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,contrast_specific_semantic_balanced,contrast_specific_residual,opaque_zero_shot,128,0.060546875,0.045201495289802544,0.232421875,0.18378131743520498,0.16792275005341017,0.41943359375
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,random_direction_control,random_control,cross_fold,128,0.014322916666666666,-0.008805582096101718,-0.008463541666666666,0.026276494065920506,0.0648041584299381,0.15462239583333334
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,random_direction_control,random_control,opaque_zero_shot,128,-0.02294921875,-0.0331648513674736,0.07568359375,0.06710969796404243,0.07007405772778184,0.22265625
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,semantic_balanced,mapping_balanced_semantic,cross_fold,128,0.14583333333333334,0.13115555670810863,-0.0478515625,-0.03236188237497118,0.17486712417784853,0.4166666666666667
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,semantic_balanced,mapping_balanced_semantic,opaque_zero_shot,128,-0.06298828125,-0.05284830555319786,0.09912109375,0.071703789755702,0.1675405563089975,0.45947265625
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,shared_semantic_balanced,shared_evaluative,cross_fold,128,0.08235677083333333,0.06875559320906176,-0.0908203125,-0.08673141071146044,0.16927253187347632,0.341796875
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,shared_semantic_balanced,shared_evaluative,opaque_zero_shot,128,-0.15625,-0.123629882466048,-0.08251953125,-0.03846332739340143,0.17780940890673558,0.42138671875
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,wrong_semantic_direction,wrong_direction_control,cross_fold,128,-0.13216145833333334,-0.13790199276991189,-0.010091145833333334,-0.006488788533412552,0.15738347302588504,0.3772786458333333
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,wrong_semantic_direction,wrong_direction_control,opaque_zero_shot,128,-0.08349609375,-0.06703931372612715,-0.0615234375,-0.03673387831076981,0.15242564429838665,0.43212890625
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,zero_direction_control,zero_direction_control,cross_fold,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,mistral7b_instruct_v03,ok_vs_good,zero_direction_control,zero_direction_control,opaque_zero_shot,128,0.0,0.0,0.0,0.0,0.0,0.0
social_chemistry_101,qwen2_5_7b_instruct,bad_vs_good,canonical_readout_residual,answer_readout_residual,cross_fold,128,0.16569010416666666,0.1516769739261318,0.376953125,0.36520927535093506,0.23728663515398674,0.4182942708333333
social_chemistry_101,qwen2_5_7b_instruct,bad_vs_good,canonical_readout_residual,answer_readout_residual,opaque_zero_shot,128,0.3515625,0.3074867976989555,0.47802734375,0.4734079068621213,0.3491953799432725,0.5732421875
social_chemistry_101,qwen2_5_7b_instruct,bad_vs_good,contrast_specific_semantic_balanced,contrast_specific_residual,cross_fold,128,0.005859375,0.007110105055763426,-0.068359375,-0.06025178016886911,0.06425258433770752,0.16145833333333334
social_chemistry_101,qwen2_5_7b_instruct,bad_vs_good,contrast_specific_semantic_balanced,contrast_specific_residual,opaque_zero_shot,128,0.041015625,0.03758359572285029,0.0244140625,0.03902135809562424,0.05951145543765585,0.1708984375
