scope,identifier_set,model_alias,model_name,component,mean_extraction_identifier_effect,mean_current_label_effect,mean_id_advantage,n_pairs,n_mappings
vocabulary_competence,letters_abc,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,projection,4.6010820517937345,-0.6780488391717275,5.279130890965462,384,4
vocabulary_competence,letters_abc,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,residual,0.32009943823019665,0.1438798209031423,0.17621961732705435,384,4
vocabulary_competence,letters_abc,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,raw,2.9667172825274366,2.9062386185862126,0.06047866394122441,384,5
vocabulary_competence,letters_abc,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,projection,2.8402171174374717,2.610952363194277,0.22926475424319506,384,5
vocabulary_competence,letters_abc,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,residual,0.0783850848985215,0.44235101221129297,-0.3639659273127715,384,5
vocabulary_competence,letters_xyz,gemma2_9b_it,google/gemma-2-9b-it,raw,0.4313077926635742,0.6730140050252279,-0.24170621236165366,384,5
vocabulary_competence,letters_xyz,gemma2_9b_it,google/gemma-2-9b-it,projection,0.9047246932983398,0.03504816691080729,0.8696765263875326,384,5
vocabulary_competence,letters_xyz,gemma2_9b_it,google/gemma-2-9b-it,residual,-0.5003547668457031,0.646963373819987,-1.14731814066569,384,5
vocabulary_competence,letters_xyz,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,raw,0.5147417386372884,-0.19759035110473633,0.7123320897420248,384,2
vocabulary_competence,letters_xyz,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,projection,0.4108215967814128,-0.25522804260253906,0.6660496393839518,384,2
vocabulary_competence,letters_xyz,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,residual,0.103211243947347,0.055381457010904946,0.047829786936442055,384,2
vocabulary_competence,letters_xyz,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,raw,1.088913341363271,-0.406008501847585,1.4949218432108562,384,2
vocabulary_competence,letters_xyz,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,projection,0.7343888878822327,-0.3728174964586894,1.1072063843409221,384,2
vocabulary_competence,letters_xyz,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,residual,0.3649898370107015,-0.04766428470611572,0.4126541217168172,384,2
vocabulary_competence,letters_xyz,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,raw,2.913507893184821,2.39178933420529,0.5217185589795311,384,5
vocabulary_competence,letters_xyz,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,projection,2.3657374776899815,2.113663947271804,0.2520735304181774,384,5
vocabulary_competence,letters_xyz,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,residual,0.5492578434447447,0.26961331932495036,0.27964452411979435,384,5
vocabulary_competence,numbers_123,gemma2_9b_it,google/gemma-2-9b-it,raw,0.420797602335612,0.06580340067545573,0.35499420166015627,384,5
vocabulary_competence,numbers_123,gemma2_9b_it,google/gemma-2-9b-it,projection,0.4463320732116699,-0.03623908360799154,0.48257115681966145,384,5
vocabulary_competence,numbers_123,gemma2_9b_it,google/gemma-2-9b-it,residual,-0.027769851684570312,0.10056718190511067,-0.128337033589681,384,5
vocabulary_competence,numbers_123,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,raw,0.09175364176432292,-0.012907568613688152,0.10466121037801107,384,5
vocabulary_competence,numbers_123,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,projection,0.049494997660319014,-0.009857908884684245,0.059352906545003255,384,5
vocabulary_competence,numbers_123,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,residual,0.04246365229288737,-0.0023120880126953126,0.044775740305582686,384,5
vocabulary_competence,numbers_123,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,raw,0.4189230680465698,-0.09005579948425294,0.5089788675308228,384,5
vocabulary_competence,numbers_123,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,projection,0.22717175086339314,-0.04807923634847005,0.2752509872118632,384,5
vocabulary_competence,numbers_123,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,residual,0.1909515937169393,-0.04658334255218506,0.23753493626912434,384,5
vocabulary_competence,numbers_123,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,raw,0.4852475960118075,0.16724312078828613,0.3180044752235214,384,5
vocabulary_competence,numbers_123,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,projection,0.33818943044170735,0.16590964095667005,0.17227978948503733,384,5
vocabulary_competence,numbers_123,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,residual,0.1700283420893053,-0.004857798820982377,0.1748861409102877,384,5
common_competence,letters_abc,gemma2_9b_it,google/gemma-2-9b-it,raw,3.1667640686035154,-0.15052661895751954,3.317290687561035,384,5
common_competence,letters_abc,gemma2_9b_it,google/gemma-2-9b-it,projection,3.099393844604492,-0.36768150329589844,3.4670753479003906,384,5
common_competence,letters_abc,gemma2_9b_it,google/gemma-2-9b-it,residual,-0.03640670776367187,0.19990100860595703,-0.2363077163696289,384,5
common_competence,letters_abc,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,raw,1.3941637674967449,-0.5816136598587036,1.9757774273554485,384,2
common_competence,letters_abc,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,projection,1.4132752815882366,-0.67669149239858,2.0899667739868164,384,2
common_competence,letters_abc,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,residual,-0.010622183481852213,0.07908209164937337,-0.08970427513122559,384,2
common_competence,letters_abc,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,raw,4.817001481850942,-0.500329335530599,5.317330817381541,384,1
common_competence,letters_abc,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,projection,4.482978165149689,-0.9694076379140218,5.45238580306371,384,1
common_competence,letters_abc,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,residual,0.39334799846013385,0.3026595910390218,0.09068840742111206,384,1
common_competence,letters_abc,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,raw,2.9667172825274366,2.9062386185862126,0.06047866394122441,384,5
common_competence,letters_abc,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,projection,2.8402171174374717,2.610952363194277,0.22926475424319506,384,5
common_competence,letters_abc,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,residual,0.0783850848985215,0.44235101221129297,-0.3639659273127715,384,5
common_competence,letters_xyz,gemma2_9b_it,google/gemma-2-9b-it,raw,0.4313077926635742,0.6730140050252279,-0.24170621236165366,384,5
common_competence,letters_xyz,gemma2_9b_it,google/gemma-2-9b-it,projection,0.9047246932983398,0.03504816691080729,0.8696765263875326,384,5
common_competence,letters_xyz,gemma2_9b_it,google/gemma-2-9b-it,residual,-0.5003547668457031,0.646963373819987,-1.14731814066569,384,5
common_competence,letters_xyz,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,raw,0.5147417386372884,-0.19759035110473633,0.7123320897420248,384,2
common_competence,letters_xyz,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,projection,0.4108215967814128,-0.25522804260253906,0.6660496393839518,384,2
common_competence,letters_xyz,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,residual,0.103211243947347,0.055381457010904946,0.047829786936442055,384,2
common_competence,letters_xyz,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,raw,1.099056363105774,-0.19244619210561117,1.291502555211385,384,1
common_competence,letters_xyz,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,projection,0.7357657353083292,-0.3519098361333211,1.0876755714416504,384,1
common_competence,letters_xyz,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,residual,0.3723686933517456,0.16539331277211508,0.20697538057963052,384,1
common_competence,letters_xyz,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,raw,2.913507893184821,2.39178933420529,0.5217185589795311,384,5
common_competence,letters_xyz,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,projection,2.3657374776899815,2.113663947271804,0.2520735304181774,384,5
common_competence,letters_xyz,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,residual,0.5492578434447447,0.26961331932495036,0.27964452411979435,384,5
common_competence,numbers_123,gemma2_9b_it,google/gemma-2-9b-it,raw,0.420797602335612,0.06580340067545573,0.35499420166015627,384,5
common_competence,numbers_123,gemma2_9b_it,google/gemma-2-9b-it,projection,0.4463320732116699,-0.03623908360799154,0.48257115681966145,384,5
common_competence,numbers_123,gemma2_9b_it,google/gemma-2-9b-it,residual,-0.027769851684570312,0.10056718190511067,-0.128337033589681,384,5
common_competence,numbers_123,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,raw,0.07747570673624675,-0.04992286364237467,0.12739857037862143,384,2
common_competence,numbers_123,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,projection,0.04099130630493164,-0.030412673950195312,0.07140398025512695,384,2
common_competence,numbers_123,llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,residual,0.03610436121622721,-0.018447399139404297,0.05455176035563151,384,2
common_competence,numbers_123,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,raw,0.38853206237157184,-0.06149780750274658,0.4500298698743184,384,1
common_competence,numbers_123,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,projection,0.22017163038253784,-0.06163525581359863,0.2818068861961365,384,1
common_competence,numbers_123,mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,residual,0.16552193959554037,-0.007425586382548015,0.17294752597808838,384,1
common_competence,numbers_123,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,raw,0.4852475960118075,0.16724312078828613,0.3180044752235214,384,5
common_competence,numbers_123,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,projection,0.33818943044170735,0.16590964095667005,0.17227978948503733,384,5
common_competence,numbers_123,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,residual,0.1700283420893053,-0.004857798820982377,0.1748861409102877,384,5
