dataset,model_alias,pair_type,mode,direction,eval_direction,n_items,base_intended_acc,patched_intended_acc,mean_delta_target_prob,mean_js_shift,prediction_changed_rate,delta_intended_acc
moral_integrity_corpus,llama3_1_8b_instruct,fairness__disagree_vs_agree,raw_caa_direction,raw_caa,negative_to_positive,30,0.16666666666666666,0.7166666666666667,0.19493815104166667,0.022586533291112654,0.55,0.55
moral_integrity_corpus,llama3_1_8b_instruct,fairness__disagree_vs_agree,raw_caa_direction,raw_caa,positive_to_negative,30,0.5666666666666667,0.8166666666666667,0.16302083333333334,0.017868118336275322,0.25,0.25
moral_integrity_corpus,llama3_1_8b_instruct,fairness__disagree_vs_agree,residual_only_direction,contrast_specific_residual,negative_to_positive,30,0.16666666666666666,0.26666666666666666,0.056005859375,0.0021480921796092713,0.1,0.1
moral_integrity_corpus,llama3_1_8b_instruct,fairness__disagree_vs_agree,residual_only_direction,contrast_specific_residual,positive_to_negative,30,0.5666666666666667,0.6666666666666666,0.05615234375,0.002291015704690163,0.1,0.09999999999999998
moral_integrity_corpus,llama3_1_8b_instruct,fairness__disagree_vs_agree,shared_only_direction,shared_evaluative,negative_to_positive,30,0.16666666666666666,0.9333333333333333,0.32644856770833336,0.06260021235137204,0.7666666666666667,0.7666666666666667
moral_integrity_corpus,llama3_1_8b_instruct,fairness__disagree_vs_agree,shared_only_direction,shared_evaluative,positive_to_negative,30,0.5666666666666667,0.9333333333333333,0.2642903645833333,0.04788106006091743,0.36666666666666664,0.3666666666666667
moral_integrity_corpus,llama3_1_8b_instruct,fairness__disagree_vs_agree,wrong_direction_control,wrong_direction_control,negative_to_positive,30,0.16666666666666666,0.06666666666666667,-0.14849853515625,0.015045201483969605,0.1,-0.09999999999999999
moral_integrity_corpus,llama3_1_8b_instruct,fairness__disagree_vs_agree,wrong_direction_control,wrong_direction_control,positive_to_negative,30,0.5666666666666667,0.16666666666666666,-0.18264363606770834,0.021950637457635924,0.4,-0.4
moral_integrity_corpus,llama3_1_8b_instruct,fairness__disagree_vs_agree,zero_direction_control,zero_direction_control,negative_to_positive,30,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0
moral_integrity_corpus,llama3_1_8b_instruct,fairness__disagree_vs_agree,zero_direction_control,zero_direction_control,positive_to_negative,30,0.5666666666666667,0.5666666666666667,0.0,0.0,0.0,0.0
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,negative_to_positive,26,0.15384615384615385,0.6923076923076923,0.2638860849233774,0.043859512351605096,0.5384615384615384,0.5384615384615384
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,positive_to_negative,26,0.5192307692307693,0.8653846153846154,0.2168297400841346,0.033314848309631336,0.34615384615384615,0.34615384615384615
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,random_direction_control,random_control,negative_to_positive,26,0.15384615384615385,0.1346153846153846,-0.0021503155048076925,0.00021471558171827309,0.019230769230769232,-0.019230769230769246
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,random_direction_control,random_control,positive_to_negative,26,0.5192307692307693,0.5,-0.006007267878605769,0.0001576121582127868,0.019230769230769232,-0.019230769230769273
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,raw_caa_direction,raw_caa,negative_to_positive,26,0.15384615384615385,0.7307692307692307,0.27533252422626203,0.047469571427098615,0.5769230769230769,0.5769230769230769
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,raw_caa_direction,raw_caa,positive_to_negative,26,0.5192307692307693,0.8846153846153846,0.22324312650240385,0.03544194771583884,0.36538461538461536,0.3653846153846153
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,residual_only_direction,contrast_specific_residual,negative_to_positive,26,0.15384615384615385,0.07692307692307693,-0.05326432448167067,0.0022476773763742295,0.07692307692307693,-0.07692307692307693
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,residual_only_direction,contrast_specific_residual,positive_to_negative,26,0.5192307692307693,0.46153846153846156,-0.056978665865384616,0.002377359523731398,0.057692307692307696,-0.05769230769230771
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,shared_only_direction,shared_evaluative,negative_to_positive,26,0.15384615384615385,0.6923076923076923,0.2638860849233774,0.043859512351605096,0.5384615384615384,0.5384615384615384
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,shared_only_direction,shared_evaluative,positive_to_negative,26,0.5192307692307693,0.8653846153846154,0.2168297400841346,0.033314848309631336,0.34615384615384615,0.34615384615384615
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,wrong_direction_control,wrong_direction_control,negative_to_positive,26,0.15384615384615385,0.038461538461538464,-0.17877549391526443,0.02733508683431476,0.11538461538461539,-0.11538461538461539
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,wrong_direction_control,wrong_direction_control,positive_to_negative,26,0.5192307692307693,0.07692307692307693,-0.2414269080528846,0.04011387782045658,0.4423076923076923,-0.44230769230769235
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,zero_direction_control,zero_direction_control,negative_to_positive,26,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0
moral_integrity_corpus,llama3_1_8b_instruct,loyalty__disagree_vs_agree,zero_direction_control,zero_direction_control,positive_to_negative,26,0.5192307692307693,0.5192307692307693,0.0,0.0,0.0,0.0
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,negative_to_positive,128,0.6484375,0.94921875,0.2678697109222412,0.07539228805539239,0.30078125,0.30078125
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,positive_to_negative,128,0.140625,0.4609375,0.28634727001190186,0.07134819395920382,0.3203125,0.3203125
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,random_direction_control,random_control,negative_to_positive,128,0.6484375,0.64453125,-0.0024423599243164062,0.0015071561054132963,0.05859375,-0.00390625
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,random_direction_control,random_control,positive_to_negative,128,0.140625,0.14453125,-0.0013555809855461116,0.001003283218862318,0.01953125,0.00390625
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,raw_caa_direction,raw_caa,negative_to_positive,128,0.6484375,0.9453125,0.2550828456878662,0.0668649376025477,0.296875,0.296875
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,raw_caa_direction,raw_caa,positive_to_negative,128,0.140625,0.453125,0.2740057706832886,0.06692273795599454,0.3125,0.3125
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,residual_only_direction,contrast_specific_residual,negative_to_positive,128,0.6484375,0.6328125,-0.015496969223022461,0.002870507517670997,0.0703125,-0.015625
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,residual_only_direction,contrast_specific_residual,positive_to_negative,128,0.140625,0.1328125,-0.02468730509281158,0.002797794094062832,0.015625,-0.0078125
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,shared_only_direction,shared_evaluative,negative_to_positive,128,0.6484375,0.94921875,0.2678697109222412,0.07539228805539239,0.30078125,0.30078125
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,shared_only_direction,shared_evaluative,positive_to_negative,128,0.140625,0.4609375,0.28634727001190186,0.07134819395920382,0.3203125,0.3203125
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,wrong_direction_control,wrong_direction_control,negative_to_positive,128,0.6484375,0.2734375,-0.2943806052207947,0.07037815401513756,0.375,-0.375
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,wrong_direction_control,wrong_direction_control,positive_to_negative,128,0.140625,0.01953125,-0.14944655541330576,0.037330217103157114,0.12109375,-0.12109375
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,zero_direction_control,zero_direction_control,negative_to_positive,128,0.6484375,0.6484375,0.0,0.0,0.0,0.0
moral_integrity_corpus,mistral7b_instruct_v03,care__disagree_vs_agree,zero_direction_control,zero_direction_control,positive_to_negative,128,0.140625,0.140625,0.0,0.0,0.0,0.0
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,negative_to_positive,30,0.7,0.9833333333333333,0.284478759765625,0.08438352381507859,0.2833333333333333,0.2833333333333333
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,positive_to_negative,30,0.15,0.5333333333333333,0.3166714986165365,0.08598856635097567,0.38333333333333336,0.3833333333333333
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,random_direction_control,random_control,negative_to_positive,30,0.7,0.6833333333333333,-0.000494384765625,0.002262733299481434,0.08333333333333333,-0.016666666666666607
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,random_direction_control,random_control,positive_to_negative,30,0.15,0.15,-0.0010500590006510416,0.0012988742414524672,0.0,0.0
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,raw_caa_direction,raw_caa,negative_to_positive,30,0.7,0.9833333333333333,0.275836181640625,0.07889751854456017,0.2833333333333333,0.2833333333333333
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,raw_caa_direction,raw_caa,positive_to_negative,30,0.15,0.48333333333333334,0.2920865376790365,0.07509755445013595,0.3333333333333333,0.33333333333333337
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,residual_only_direction,contrast_specific_residual,negative_to_positive,30,0.7,0.7166666666666667,0.009521484375,0.001638768359289205,0.05,0.01666666666666672
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,residual_only_direction,contrast_specific_residual,positive_to_negative,30,0.15,0.15,0.004369354248046875,0.0006904954516897333,0.0,0.0
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,shared_only_direction,shared_evaluative,negative_to_positive,30,0.7,0.9833333333333333,0.284478759765625,0.08438352381507859,0.2833333333333333,0.2833333333333333
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,shared_only_direction,shared_evaluative,positive_to_negative,30,0.15,0.5333333333333333,0.3166714986165365,0.08598856635097567,0.38333333333333336,0.3833333333333333
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,wrong_direction_control,wrong_direction_control,negative_to_positive,30,0.7,0.2833333333333333,-0.3055781046549479,0.07097421512686179,0.4166666666666667,-0.41666666666666663
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,wrong_direction_control,wrong_direction_control,positive_to_negative,30,0.15,0.03333333333333333,-0.1616508960723877,0.04506879582380973,0.11666666666666667,-0.11666666666666667
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,zero_direction_control,zero_direction_control,negative_to_positive,30,0.7,0.7,0.0,0.0,0.0,0.0
moral_integrity_corpus,mistral7b_instruct_v03,fairness__disagree_vs_agree,zero_direction_control,zero_direction_control,positive_to_negative,30,0.15,0.15,0.0,0.0,0.0,0.0
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,negative_to_positive,26,0.5961538461538461,0.9615384615384616,0.26400991586538464,0.0668525190579094,0.36538461538461536,0.3653846153846154
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,positive_to_negative,26,0.17307692307692307,0.34615384615384615,0.24718944842998797,0.06348577017181203,0.17307692307692307,0.17307692307692307
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,random_direction_control,random_control,negative_to_positive,26,0.5961538461538461,0.5961538461538461,-0.00042255108173076925,0.00019562258953402195,0.0,0.0
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,random_direction_control,random_control,positive_to_negative,26,0.17307692307692307,0.17307692307692307,-0.0009630643404447115,0.00023528977101126676,0.0,0.0
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,raw_caa_direction,raw_caa,negative_to_positive,26,0.5961538461538461,0.9615384615384616,0.2612868088942308,0.06607617239984954,0.36538461538461536,0.3653846153846154
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,raw_caa_direction,raw_caa,positive_to_negative,26,0.17307692307692307,0.34615384615384615,0.23562328632061297,0.05886098936038369,0.17307692307692307,0.17307692307692307
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,residual_only_direction,contrast_specific_residual,negative_to_positive,26,0.5961538461538461,0.6730769230769231,0.0124053955078125,0.004716992505208415,0.15384615384615385,0.07692307692307698
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,residual_only_direction,contrast_specific_residual,positive_to_negative,26,0.17307692307692307,0.1346153846153846,0.006975320669320913,0.002816824342580554,0.038461538461538464,-0.038461538461538464
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,shared_only_direction,shared_evaluative,negative_to_positive,26,0.5961538461538461,0.9615384615384616,0.26400991586538464,0.0668525190579094,0.36538461538461536,0.3653846153846154
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,shared_only_direction,shared_evaluative,positive_to_negative,26,0.17307692307692307,0.34615384615384615,0.24718944842998797,0.06348577017181203,0.17307692307692307,0.17307692307692307
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,wrong_direction_control,wrong_direction_control,negative_to_positive,26,0.5961538461538461,0.28846153846153844,-0.2694749098557692,0.059581443555095356,0.3076923076923077,-0.3076923076923077
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,wrong_direction_control,wrong_direction_control,positive_to_negative,26,0.17307692307692307,0.038461538461538464,-0.12622194106762225,0.03270675359264779,0.1346153846153846,-0.1346153846153846
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,zero_direction_control,zero_direction_control,negative_to_positive,26,0.5961538461538461,0.5961538461538461,0.0,0.0,0.0,0.0
moral_integrity_corpus,mistral7b_instruct_v03,loyalty__disagree_vs_agree,zero_direction_control,zero_direction_control,positive_to_negative,26,0.17307692307692307,0.17307692307692307,0.0,0.0,0.0,0.0
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,negative_to_positive,128,0.34765625,0.62109375,0.27646084246225655,0.1205543556095786,0.2734375,0.2734375
moral_integrity_corpus,qwen2_5_7b_instruct,care__disagree_vs_agree,mixed_shared_residual,mixed_shared_residual,positive_to_negative,128,0.33984375,0.60546875,0.26415489660575986,0.11484155761546146,0.265625,0.265625
